subject_id	source_language	translation_language	source_value	predicate_id	translation_value	translation_status
HP:0000236	en	en	Abnormality of the anterior fontanelle	rdfs:label	Abnormality of the anterior fontanelle	OFFICIAL
HP:0011328	en	en	Abnormality of fontanelles	rdfs:label	Abnormality of fontanelles	OFFICIAL
HP:0000237	en	en	Small anterior fontanelle	rdfs:label	Small anterior fontanelle	OFFICIAL
HP:0000238	en	en	Hydrocephalus	rdfs:label	Hydrocephalus	OFFICIAL
HP:0002118	en	en	Abnormal cerebral ventricle morphology	rdfs:label	Abnormal cerebral ventricle morphology	OFFICIAL
HP:0002921	en	en	Abnormal cerebrospinal fluid morphology	rdfs:label	Abnormal cerebrospinal fluid morphology	OFFICIAL
HP:0000239	en	en	Large fontanelles	rdfs:label	Large fontanelles	OFFICIAL
HP:0000240	en	en	Abnormality of skull size	rdfs:label	Abnormality of skull size	OFFICIAL
HP:0000242	en	en	Parietal bossing	rdfs:label	Parietal bossing	OFFICIAL
HP:0002696	en	en	Abnormal parietal bone morphology	rdfs:label	Abnormal parietal bone morphology	OFFICIAL
HP:0000243	en	en	Trigonocephaly	rdfs:label	Trigonocephaly	OFFICIAL
HP:0002683	en	en	Abnormal calvaria morphology	rdfs:label	Abnormal calvaria morphology	OFFICIAL
HP:0000244	en	en	Brachyturricephaly	rdfs:label	Brachyturricephaly	OFFICIAL
HP:0000248	en	en	Brachycephaly	rdfs:label	Brachycephaly	OFFICIAL
HP:0000262	en	en	Turricephaly	rdfs:label	Turricephaly	OFFICIAL
HP:0000245	en	en	Abnormal paranasal sinus morphology	rdfs:label	Abnormal paranasal sinus morphology	OFFICIAL
HP:0002087	en	en	Abnormality of the upper respiratory tract	rdfs:label	Abnormality of the upper respiratory tract	OFFICIAL
HP:0011821	en	en	Abnormal facial skeleton morphology	rdfs:label	Abnormal facial skeleton morphology	OFFICIAL
HP:0000246	en	en	Sinusitis	rdfs:label	Sinusitis	OFFICIAL
HP:0000250	en	en	Dense calvaria	rdfs:label	Dense calvaria	OFFICIAL
HP:0004330	en	en	Increased skull ossification	rdfs:label	Increased skull ossification	OFFICIAL
HP:0000252	en	en	Microcephaly	rdfs:label	Microcephaly	OFFICIAL
HP:0007364	en	en	Aplasia/Hypoplasia of the cerebrum	rdfs:label	Aplasia/Hypoplasia of the cerebrum	OFFICIAL
HP:0040195	en	en	Decreased head circumference	rdfs:label	Decreased head circumference	OFFICIAL
HP:0000253	en	en	Progressive microcephaly	rdfs:label	Progressive microcephaly	OFFICIAL
HP:0005484	en	en	Secondary microcephaly	rdfs:label	Secondary microcephaly	OFFICIAL
HP:0000255	en	en	Acute sinusitis	rdfs:label	Acute sinusitis	OFFICIAL
HP:0000256	en	en	Macrocephaly	rdfs:label	Macrocephaly	OFFICIAL
HP:0040194	en	en	Increased head circumference	rdfs:label	Increased head circumference	OFFICIAL
HP:0000260	en	en	Wide anterior fontanel	rdfs:label	Wide anterior fontanel	OFFICIAL
HP:0000263	en	en	Oxycephaly	rdfs:label	Oxycephaly	OFFICIAL
HP:0000264	en	en	Abnormal mastoid morphology	rdfs:label	Abnormal mastoid morphology	OFFICIAL
HP:0000265	en	en	Mastoiditis	rdfs:label	Mastoiditis	OFFICIAL
HP:0000267	en	en	Cranial asymmetry	rdfs:label	Cranial asymmetry	OFFICIAL
HP:0000268	en	en	Dolichocephaly	rdfs:label	Dolichocephaly	OFFICIAL
HP:0000269	en	en	Prominent occiput	rdfs:label	Prominent occiput	OFFICIAL
HP:0011217	en	en	Abnormal shape of the occiput	rdfs:label	Abnormal shape of the occiput	OFFICIAL
HP:0000270	en	en	Delayed cranial suture closure	rdfs:label	Delayed cranial suture closure	OFFICIAL
HP:0011329	en	en	Abnormality of cranial sutures	rdfs:label	Abnormality of cranial sutures	OFFICIAL
HP:0000272	en	en	Malar flattening	rdfs:label	Malar flattening	OFFICIAL
HP:0010668	en	en	Abnormal zygomatic bone morphology	rdfs:label	Abnormal zygomatic bone morphology	OFFICIAL
HP:0000273	en	en	Facial grimacing	rdfs:label	Facial grimacing	OFFICIAL
HP:0005324	en	en	Disturbance of facial expression	rdfs:label	Disturbance of facial expression	OFFICIAL
HP:0000274	en	en	Small face	rdfs:label	Small face	OFFICIAL
HP:0001999	en	en	Abnormal facial shape	rdfs:label	Abnormal facial shape	OFFICIAL
HP:0000275	en	en	Narrow face	rdfs:label	Narrow face	OFFICIAL
HP:0000276	en	en	Long face	rdfs:label	Long face	OFFICIAL
HP:0100729	en	en	Large face	rdfs:label	Large face	OFFICIAL
HP:0030791	en	en	Abnormal jaw morphology	rdfs:label	Abnormal jaw morphology	OFFICIAL
HP:0000278	en	en	Retrognathia	rdfs:label	Retrognathia	OFFICIAL
HP:0000280	en	en	Coarse facial features	rdfs:label	Coarse facial features	OFFICIAL
HP:0000282	en	en	Facial edema	rdfs:label	Facial edema	OFFICIAL
HP:0000969	en	en	Edema	rdfs:label	Edema	OFFICIAL
HP:0011799	en	en	Abnormality of facial soft tissue	rdfs:label	Abnormality of facial soft tissue	OFFICIAL
HP:0000283	en	en	Broad face	rdfs:label	Broad face	OFFICIAL
HP:0000284	en	en	obsolete Abnormality of the ocular region	rdfs:label	obsolete Abnormality of the ocular region	OFFICIAL
HP:0000286	en	en	Epicanthus	rdfs:label	Epicanthus	OFFICIAL
HP:0000492	en	en	Abnormal eyelid morphology	rdfs:label	Abnormal eyelid morphology	OFFICIAL
HP:0000287	en	en	Increased facial adipose tissue	rdfs:label	Increased facial adipose tissue	OFFICIAL
HP:0000291	en	en	Abnormality of facial adipose tissue	rdfs:label	Abnormality of facial adipose tissue	OFFICIAL
HP:0000288	en	en	Abnormality of the philtrum	rdfs:label	Abnormality of the philtrum	OFFICIAL
HP:0000289	en	en	Broad philtrum	rdfs:label	Broad philtrum	OFFICIAL
HP:0000290	en	en	Abnormality of the forehead	rdfs:label	Abnormality of the forehead	OFFICIAL
HP:0009124	en	en	Abnormal adipose tissue morphology	rdfs:label	Abnormal adipose tissue morphology	OFFICIAL
HP:0000292	en	en	Loss of facial adipose tissue	rdfs:label	Loss of facial adipose tissue	OFFICIAL
HP:0008887	en	en	Adipose tissue loss	rdfs:label	Adipose tissue loss	OFFICIAL
HP:0000293	en	en	Full cheeks	rdfs:label	Full cheeks	OFFICIAL
HP:0004426	en	en	Abnormal cheek morphology	rdfs:label	Abnormal cheek morphology	OFFICIAL
HP:0000294	en	en	Low anterior hairline	rdfs:label	Low anterior hairline	OFFICIAL
HP:0000599	en	en	Abnormality of the frontal hairline	rdfs:label	Abnormality of the frontal hairline	OFFICIAL
HP:0000295	en	en	Doll-like facies	rdfs:label	Doll-like facies	OFFICIAL
HP:0000297	en	en	Facial hypotonia	rdfs:label	Facial hypotonia	OFFICIAL
HP:0001252	en	en	Hypotonia	rdfs:label	Hypotonia	OFFICIAL
HP:0000301	en	en	Abnormality of facial musculature	rdfs:label	Abnormality of facial musculature	OFFICIAL
HP:0000298	en	en	Mask-like facies	rdfs:label	Mask-like facies	OFFICIAL
HP:0004673	en	en	Decreased facial expression	rdfs:label	Decreased facial expression	OFFICIAL
HP:0000300	en	en	Oval face	rdfs:label	Oval face	OFFICIAL
HP:0011805	en	en	Abnormal skeletal muscle morphology	rdfs:label	Abnormal skeletal muscle morphology	OFFICIAL
HP:0000303	en	en	Mandibular prognathia	rdfs:label	Mandibular prognathia	OFFICIAL
HP:0000306	en	en	Abnormality of the chin	rdfs:label	Abnormality of the chin	OFFICIAL
HP:0000307	en	en	Pointed chin	rdfs:label	Pointed chin	OFFICIAL
HP:0000308	en	en	Microretrognathia	rdfs:label	Microretrognathia	OFFICIAL
HP:0000309	en	en	Abnormal midface morphology	rdfs:label	Abnormal midface morphology	OFFICIAL
HP:0000311	en	en	Round face	rdfs:label	Round face	OFFICIAL
HP:0000315	en	en	Abnormality of the orbital region	rdfs:label	Abnormality of the orbital region	OFFICIAL
HP:0000316	en	en	Hypertelorism	rdfs:label	Hypertelorism	OFFICIAL
HP:0100886	en	en	Abnormality of globe location	rdfs:label	Abnormality of globe location	OFFICIAL
HP:0000317	en	en	Facial myokymia	rdfs:label	Facial myokymia	OFFICIAL
HP:0002411	en	en	Myokymia	rdfs:label	Myokymia	OFFICIAL
HP:0000319	en	en	Smooth philtrum	rdfs:label	Smooth philtrum	OFFICIAL
HP:0000320	en	en	Bird-like facies	rdfs:label	Bird-like facies	OFFICIAL
HP:0000321	en	en	Square face	rdfs:label	Square face	OFFICIAL
HP:0000322	en	en	Short philtrum	rdfs:label	Short philtrum	OFFICIAL
HP:0000324	en	en	Facial asymmetry	rdfs:label	Facial asymmetry	OFFICIAL
HP:0000325	en	en	Triangular face	rdfs:label	Triangular face	OFFICIAL
HP:0000326	en	en	Abnormal maxilla morphology	rdfs:label	Abnormal maxilla morphology	OFFICIAL
HP:0000327	en	en	Hypoplasia of the maxilla	rdfs:label	Hypoplasia of the maxilla	OFFICIAL
HP:0000329	en	en	Facial hemangioma	rdfs:label	Facial hemangioma	OFFICIAL
HP:0001028	en	en	Hemangioma	rdfs:label	Hemangioma	OFFICIAL
HP:0000331	en	en	Short chin	rdfs:label	Short chin	OFFICIAL
HP:0000336	en	en	Prominent supraorbital ridges	rdfs:label	Prominent supraorbital ridges	OFFICIAL
HP:0100538	en	en	Abnormality of the supraorbital ridges	rdfs:label	Abnormality of the supraorbital ridges	OFFICIAL
HP:0000337	en	en	Broad forehead	rdfs:label	Broad forehead	OFFICIAL
HP:0000338	en	en	Hypomimic face	rdfs:label	Hypomimic face	OFFICIAL
HP:0000339	en	en	Pugilistic facies	rdfs:label	Pugilistic facies	OFFICIAL
HP:0000340	en	en	Sloping forehead	rdfs:label	Sloping forehead	OFFICIAL
HP:0000341	en	en	Narrow forehead	rdfs:label	Narrow forehead	OFFICIAL
HP:0000343	en	en	Long philtrum	rdfs:label	Long philtrum	OFFICIAL
HP:0000346	en	en	Whistling appearance	rdfs:label	Whistling appearance	OFFICIAL
HP:0009118	en	en	Aplasia/Hypoplasia of the mandible	rdfs:label	Aplasia/Hypoplasia of the mandible	OFFICIAL
HP:0000348	en	en	High forehead	rdfs:label	High forehead	OFFICIAL
HP:0000349	en	en	Widow's peak	rdfs:label	Widow's peak	OFFICIAL
HP:0009890	en	en	High anterior hairline	rdfs:label	High anterior hairline	OFFICIAL
HP:0000350	en	en	Small forehead	rdfs:label	Small forehead	OFFICIAL
HP:0000356	en	en	Abnormality of the outer ear	rdfs:label	Abnormality of the outer ear	OFFICIAL
HP:0031703	en	en	Abnormal ear morphology	rdfs:label	Abnormal ear morphology	OFFICIAL
HP:0000357	en	en	Abnormal location of ears	rdfs:label	Abnormal location of ears	OFFICIAL
HP:0000377	en	en	Abnormal pinna morphology	rdfs:label	Abnormal pinna morphology	OFFICIAL
HP:0000358	en	en	Posteriorly rotated ears	rdfs:label	Posteriorly rotated ears	OFFICIAL
HP:0000359	en	en	Abnormality of the inner ear	rdfs:label	Abnormality of the inner ear	OFFICIAL
HP:0000360	en	en	Tinnitus	rdfs:label	Tinnitus	OFFICIAL
HP:0000364	en	en	Hearing abnormality	rdfs:label	Hearing abnormality	OFFICIAL
HP:0000361	en	en	obsolete Pulsatile tinnitus (tympanic paraganglioma)	rdfs:label	obsolete Pulsatile tinnitus (tympanic paraganglioma)	OFFICIAL
HP:0000362	en	en	Otosclerosis	rdfs:label	Otosclerosis	OFFICIAL
HP:0008628	en	en	Abnormality of the stapes	rdfs:label	Abnormality of the stapes	OFFICIAL
HP:0000363	en	en	Abnormal earlobe morphology	rdfs:label	Abnormal earlobe morphology	OFFICIAL
HP:0031704	en	en	Abnormal ear physiology	rdfs:label	Abnormal ear physiology	OFFICIAL
HP:0000365	en	en	Hearing impairment	rdfs:label	Hearing impairment	OFFICIAL
HP:0000366	en	en	Abnormality of the nose	rdfs:label	Abnormality of the nose	OFFICIAL
HP:0000368	en	en	Low-set, posteriorly rotated ears	rdfs:label	Low-set, posteriorly rotated ears	OFFICIAL
HP:0000369	en	en	Low-set ears	rdfs:label	Low-set ears	OFFICIAL
HP:0000370	en	en	Abnormality of the middle ear	rdfs:label	Abnormality of the middle ear	OFFICIAL
HP:0000371	en	en	Acute otitis media	rdfs:label	Acute otitis media	OFFICIAL
HP:0000388	en	en	Otitis media	rdfs:label	Otitis media	OFFICIAL
HP:0000372	en	en	Abnormality of the auditory canal	rdfs:label	Abnormality of the auditory canal	OFFICIAL
HP:0000375	en	en	Abnormal cochlea morphology	rdfs:label	Abnormal cochlea morphology	OFFICIAL
HP:0011390	en	en	Abnormal inner ear morphology	rdfs:label	Abnormal inner ear morphology	OFFICIAL
HP:0000376	en	en	Incomplete partition of the cochlea type II	rdfs:label	Incomplete partition of the cochlea type II	OFFICIAL
HP:0011373	en	en	Incomplete partition of the cochlea	rdfs:label	Incomplete partition of the cochlea	OFFICIAL
HP:0000378	en	en	Cupped ear	rdfs:label	Cupped ear	OFFICIAL
HP:0000381	en	en	Stapes ankylosis	rdfs:label	Stapes ankylosis	OFFICIAL
HP:0000383	en	en	Abnormal periauricular region morphology	rdfs:label	Abnormal periauricular region morphology	OFFICIAL
HP:0000384	en	en	Preauricular skin tag	rdfs:label	Preauricular skin tag	OFFICIAL
HP:0010609	en	en	Skin tags	rdfs:label	Skin tags	OFFICIAL
HP:0000385	en	en	Small earlobe	rdfs:label	Small earlobe	OFFICIAL
HP:0009906	en	en	Aplasia/Hypoplasia of the earlobes	rdfs:label	Aplasia/Hypoplasia of the earlobes	OFFICIAL
HP:0000387	en	en	Absent earlobe	rdfs:label	Absent earlobe	OFFICIAL
HP:0000389	en	en	Chronic otitis media	rdfs:label	Chronic otitis media	OFFICIAL
HP:0000391	en	en	Thickened helices	rdfs:label	Thickened helices	OFFICIAL
HP:0011039	en	en	Abnormal helix morphology	rdfs:label	Abnormal helix morphology	OFFICIAL
HP:0000394	en	en	Lop ear	rdfs:label	Lop ear	OFFICIAL
HP:0000395	en	en	Prominent antihelix	rdfs:label	Prominent antihelix	OFFICIAL
HP:0009738	en	en	Abnormal antihelix morphology	rdfs:label	Abnormal antihelix morphology	OFFICIAL
HP:0000396	en	en	Overfolded helix	rdfs:label	Overfolded helix	OFFICIAL
HP:0008544	en	en	Abnormally folded helix	rdfs:label	Abnormally folded helix	OFFICIAL
HP:0000399	en	en	Prelingual sensorineural hearing impairment	rdfs:label	Prelingual sensorineural hearing impairment	OFFICIAL
HP:0011474	en	en	Childhood onset sensorineural hearing impairment	rdfs:label	Childhood onset sensorineural hearing impairment	OFFICIAL
HP:0000400	en	en	Macrotia	rdfs:label	Macrotia	OFFICIAL
HP:0000402	en	en	Stenosis of the external auditory canal	rdfs:label	Stenosis of the external auditory canal	OFFICIAL
HP:0000403	en	en	Recurrent otitis media	rdfs:label	Recurrent otitis media	OFFICIAL
HP:0000405	en	en	Conductive hearing impairment	rdfs:label	Conductive hearing impairment	OFFICIAL
HP:0011452	en	en	Functional abnormality of the middle ear	rdfs:label	Functional abnormality of the middle ear	OFFICIAL
HP:0000407	en	en	Sensorineural hearing impairment	rdfs:label	Sensorineural hearing impairment	OFFICIAL
HP:0011389	en	en	Functional abnormality of the inner ear	rdfs:label	Functional abnormality of the inner ear	OFFICIAL
HP:0000408	en	en	Progressive sensorineural hearing impairment	rdfs:label	Progressive sensorineural hearing impairment	OFFICIAL
HP:0001730	en	en	Progressive hearing impairment	rdfs:label	Progressive hearing impairment	OFFICIAL
HP:0000410	en	en	Mixed hearing impairment	rdfs:label	Mixed hearing impairment	OFFICIAL
HP:0000411	en	en	Protruding ear	rdfs:label	Protruding ear	OFFICIAL
HP:0000413	en	en	Atresia of the external auditory canal	rdfs:label	Atresia of the external auditory canal	OFFICIAL
HP:0000414	en	en	Bulbous nose	rdfs:label	Bulbous nose	OFFICIAL
HP:0000436	en	en	Abnormal nasal tip morphology	rdfs:label	Abnormal nasal tip morphology	OFFICIAL
HP:0000415	en	en	Abnormality of the choanae	rdfs:label	Abnormality of the choanae	OFFICIAL
HP:0000417	en	en	Slender nose	rdfs:label	Slender nose	OFFICIAL
HP:0005105	en	en	Abnormal nasal morphology	rdfs:label	Abnormal nasal morphology	OFFICIAL
HP:0000418	en	en	Narrow nasal ridge	rdfs:label	Narrow nasal ridge	OFFICIAL
HP:0011119	en	en	Abnormal nasal dorsum morphology	rdfs:label	Abnormal nasal dorsum morphology	OFFICIAL
HP:0000419	en	en	Abnormal nasal septum morphology	rdfs:label	Abnormal nasal septum morphology	OFFICIAL
HP:0000420	en	en	Short nasal septum	rdfs:label	Short nasal septum	OFFICIAL
HP:0000421	en	en	Epistaxis	rdfs:label	Epistaxis	OFFICIAL
HP:0000422	en	en	Abnormal nasal bridge morphology	rdfs:label	Abnormal nasal bridge morphology	OFFICIAL
HP:0000426	en	en	Prominent nasal bridge	rdfs:label	Prominent nasal bridge	OFFICIAL
HP:0000429	en	en	Abnormal morphology of the nasal alae	rdfs:label	Abnormal morphology of the nasal alae	OFFICIAL
HP:0010938	en	en	Abnormal external nose morphology	rdfs:label	Abnormal external nose morphology	OFFICIAL
HP:0000430	en	en	Underdeveloped nasal alae	rdfs:label	Underdeveloped nasal alae	OFFICIAL
HP:0009924	en	en	Aplasia/Hypoplasia involving the nose	rdfs:label	Aplasia/Hypoplasia involving the nose	OFFICIAL
HP:0000431	en	en	Wide nasal bridge	rdfs:label	Wide nasal bridge	OFFICIAL
HP:0000433	en	en	Abnormal nasal mucosa morphology	rdfs:label	Abnormal nasal mucosa morphology	OFFICIAL
HP:0000434	en	en	Nasal mucosa telangiectasia	rdfs:label	Nasal mucosa telangiectasia	OFFICIAL
HP:0000437	en	en	Depressed nasal tip	rdfs:label	Depressed nasal tip	OFFICIAL
HP:0000444	en	en	Convex nasal ridge	rdfs:label	Convex nasal ridge	OFFICIAL
HP:0000445	en	en	Wide nose	rdfs:label	Wide nose	OFFICIAL
HP:0000446	en	en	Narrow nasal bridge	rdfs:label	Narrow nasal bridge	OFFICIAL
HP:0000447	en	en	Pear-shaped nose	rdfs:label	Pear-shaped nose	OFFICIAL
HP:0000448	en	en	Prominent nose	rdfs:label	Prominent nose	OFFICIAL
HP:0000451	en	en	Triangular nasal tip	rdfs:label	Triangular nasal tip	OFFICIAL
HP:0000452	en	en	Choanal stenosis	rdfs:label	Choanal stenosis	OFFICIAL
HP:0000453	en	en	Choanal atresia	rdfs:label	Choanal atresia	OFFICIAL
HP:0000454	en	en	Flared nostrils	rdfs:label	Flared nostrils	OFFICIAL
HP:0000455	en	en	Broad nasal tip	rdfs:label	Broad nasal tip	OFFICIAL
HP:0000456	en	en	Bifid nasal tip	rdfs:label	Bifid nasal tip	OFFICIAL
HP:0000457	en	en	Depressed nasal ridge	rdfs:label	Depressed nasal ridge	OFFICIAL
HP:0000458	en	en	Anosmia	rdfs:label	Anosmia	OFFICIAL
HP:0004408	en	en	Abnormality of the sense of smell	rdfs:label	Abnormality of the sense of smell	OFFICIAL
HP:0000460	en	en	Narrow nose	rdfs:label	Narrow nose	OFFICIAL
HP:0000463	en	en	Anteverted nares	rdfs:label	Anteverted nares	OFFICIAL
HP:0005288	en	en	Abnormal nostril morphology	rdfs:label	Abnormal nostril morphology	OFFICIAL
HP:0000464	en	en	Abnormality of the neck	rdfs:label	Abnormality of the neck	OFFICIAL
HP:0000465	en	en	Webbed neck	rdfs:label	Webbed neck	OFFICIAL
HP:0025668	en	en	Abnormal neck morphology	rdfs:label	Abnormal neck morphology	OFFICIAL
HP:0000466	en	en	Limited neck range of motion	rdfs:label	Limited neck range of motion	OFFICIAL
HP:0005986	en	en	Limitation of neck motion	rdfs:label	Limitation of neck motion	OFFICIAL
HP:0000467	en	en	Neck muscle weakness	rdfs:label	Neck muscle weakness	OFFICIAL
HP:0001324	en	en	Muscle weakness	rdfs:label	Muscle weakness	OFFICIAL
HP:0000468	en	en	Increased adipose tissue around the neck	rdfs:label	Increased adipose tissue around the neck	OFFICIAL
HP:0009126	en	en	Increased adipose tissue	rdfs:label	Increased adipose tissue	OFFICIAL
HP:0000470	en	en	Short neck	rdfs:label	Short neck	OFFICIAL
HP:0003319	en	en	Abnormality of the cervical spine	rdfs:label	Abnormality of the cervical spine	OFFICIAL
HP:0000471	en	en	Gastrointestinal angiodysplasia	rdfs:label	Gastrointestinal angiodysplasia	OFFICIAL
HP:0004296	en	en	Abnormal gastrointestinal vascular morphology	rdfs:label	Abnormal gastrointestinal vascular morphology	OFFICIAL
HP:0000472	en	en	Long neck	rdfs:label	Long neck	OFFICIAL
HP:0000473	en	en	Torticollis	rdfs:label	Torticollis	OFFICIAL
HP:0011006	en	en	Abnormal morphology of the musculature of the neck	rdfs:label	Abnormal morphology of the musculature of the neck	OFFICIAL
HP:0011442	en	en	Abnormal central motor function	rdfs:label	Abnormal central motor function	OFFICIAL
HP:0012179	en	en	Craniofacial dystonia	rdfs:label	Craniofacial dystonia	OFFICIAL
HP:0000474	en	en	Thickened nuchal skin fold	rdfs:label	Thickened nuchal skin fold	OFFICIAL
HP:0011425	en	en	Fetal ultrasound soft marker	rdfs:label	Fetal ultrasound soft marker	OFFICIAL
HP:0025667	en	en	Fetal neck anomaly	rdfs:label	Fetal neck anomaly	OFFICIAL
HP:0000475	en	en	Broad neck	rdfs:label	Broad neck	OFFICIAL
HP:0000476	en	en	Cystic hygroma	rdfs:label	Cystic hygroma	OFFICIAL
HP:0000478	en	en	Abnormality of the eye	rdfs:label	Abnormality of the eye	OFFICIAL
HP:0000479	en	en	Abnormal retinal morphology	rdfs:label	Abnormal retinal morphology	OFFICIAL
HP:0001098	en	en	Abnormal fundus morphology	rdfs:label	Abnormal fundus morphology	OFFICIAL
HP:0000480	en	en	Retinal coloboma	rdfs:label	Retinal coloboma	OFFICIAL
HP:0000589	en	en	Coloboma	rdfs:label	Coloboma	OFFICIAL
HP:0000481	en	en	Abnormal cornea morphology	rdfs:label	Abnormal cornea morphology	OFFICIAL
HP:0004328	en	en	Abnormal anterior eye segment morphology	rdfs:label	Abnormal anterior eye segment morphology	OFFICIAL
HP:0000482	en	en	Microcornea	rdfs:label	Microcornea	OFFICIAL
HP:0001120	en	en	Abnormality of corneal size	rdfs:label	Abnormality of corneal size	OFFICIAL
HP:0000483	en	en	Astigmatism	rdfs:label	Astigmatism	OFFICIAL
HP:0000539	en	en	Abnormality of refraction	rdfs:label	Abnormality of refraction	OFFICIAL
HP:0100691	en	en	Abnormality of the curvature of the cornea	rdfs:label	Abnormality of the curvature of the cornea	OFFICIAL
HP:0000484	en	en	Hyperopic astigmatism	rdfs:label	Hyperopic astigmatism	OFFICIAL
